diameter,coupling,m,n_radial,quadrature_factor,real,imag,abs_sigma,residual,normalization_error,accessible_area_center,accessible_area_wall
3.3,20.75,10,32,8,-1.0281875052271795e-19,183.32164916756523,183.32164916756523,2.4161362335304266e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-6.76328245654587e-20,170.64136673769337,170.64136673769337,5.261855679249787e-18,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-1.392611933099573e-19,-141.66834843871783,141.66834843871783,3.656598016434825e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,3.3423748943550394e-19,-132.27597609530196,132.27597609530196,1.6541028198890893e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-4.0333169845759733e-19,130.4962265598042,130.4962265598042,2.042673777420532e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,1.2174622917945705e-19,128.6366436842855,128.6366436842855,2.573853766548006e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,1.274070516440619e-18,-111.20309373162385,111.20309373162385,1.5322539617235827e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-1.0035072501936503e-19,-101.67802043412551,101.67802043412551,1.113060705567432e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,2.071049122899198e-18,105.14678224238828,105.14678224238828,9.48264856487592e-18,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-7.112826722659824e-19,101.38508556017338,101.38508556017338,1.0345733674668725e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-2.2253332366802577e-18,92.07863887216521,92.07863887216521,6.059063853099044e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-2.5255420049222364e-18,-93.89515993036807,93.89515993036807,6.682631818778915e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,1.537341469713025e-18,-86.43273755302285,86.43273755302285,9.156719743787416e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,2.0071973460643285e-18,85.33012539878133,85.33012539878133,6.923399033604587e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,1.6146718365175853e-18,-79.18065542564166,79.18065542564166,8.033790281910803e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,7.947588675329669e-19,78.1264984979057,78.1264984979057,6.710231029285555e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-2.7029802315465e-18,-72.39165430981758,72.39165430981758,7.285128620558359e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-2.901847886602631e-18,71.43258026395068,71.43258026395068,6.290292273908199e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,5.3743071442293645e-19,-66.11656810033608,66.11656810033608,8.039391631304655e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,1.301352981491422e-18,65.21129730260333,65.21129730260333,7.013043813153874e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,2.832246678330049e-18,-60.20112261145192,60.20112261145192,8.600257849952748e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,2.1081789290120275e-18,59.342439063965536,59.342439063965536,6.040006975711143e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-2.6656237016691735e-18,-54.599441841302706,54.599441841302706,9.50418592310056e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-5.926782491696243e-19,-49.44516679828172,49.44516679828172,1.0035075937103361e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,4.253453469226934e-18,-44.688859079166185,44.688859079166185,1.008727409711772e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-2.848887421005557e-18,-40.286689262929194,40.286689262929194,1.009200746244885e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-1.558420977882362e-18,-36.2657111906252,36.2657111906252,1.1235735246714222e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,7.467388230332335e-18,-32.58464657065079,32.58464657065079,1.2499556679282403e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-6.940639359892567e-18,-29.464565561759866,29.464565561759866,1.2588242028789414e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,5.209367318805893e-18,-26.370641744306813,26.370641744306813,2.0943004863138396e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,7.472876700783868e-18,-23.831803957968503,23.831803957968503,2.0561535640120664e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,1.0287088300164523e-20,-16.799019007997337,16.799019007997337,1.2746660404031223e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-3.4550308449541727e-18,53.82070663058189,53.82070663058189,1.6654574742829207e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,1.749142271553458e-18,-13.192835301452666,13.192835301452666,1.571601605151441e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,2.3187536759905117e-19,48.75917595292853,48.75917595292853,6.589065850890214e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,3.717548766659635e-18,44.082542811902414,44.082542811902414,6.940877272432841e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-4.450407513306353e-18,39.80136333240242,39.80136333240242,5.731583488840861e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-1.3396071383000421e-18,35.90498413219359,35.90498413219359,5.7630308258477e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,7.218853024152828e-18,32.347461140916344,32.347461140916344,6.79219332228795e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,1.7661662705283492e-17,23.98069046764517,23.98069046764517,2.3545011459219687e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-9.922733394763658e-18,29.437891861981925,29.437891861981925,5.630866681680266e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,1.0568803182921299e-20,26.51093947015339,26.51093947015339,1.739918284084083e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-3.146467667009701e-18,26.63808569124608,26.63808569124608,5.7617509412053e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-6.652447078418781e-20,0.9545542924191934,0.9545542924191934,6.154526752632346e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,4.722756933096311e-13,0.033752652305963894,0.033752652305963894,1.514650649059298e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-4.251970192099779e-14,-0.013340392501033119,0.013340392501033119,1.0015150532385056e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-2.167310624695358e-11,0.0057206901089401465,0.0057206901089401465,2.391134368858267e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,1.9141229843939208e-11,0.00270770664322018,0.00270770664322018,1.121435223525276e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,0.0023990166018497336,5.323350499485082e-05,0.0023996071474315706,2.98521646014995e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-1.999173896326049e-12,-0.002481882988944062,0.002481882988944062,6.722203548153469e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-0.0023990165977523714,5.3233504954900013e-05,0.0023996071433343307,2.96289535737516e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,3.504725998253167e-14,-0.0017022907028013928,0.0017022907028013928,3.8977239684360104e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-8.253434110308592e-13,0.0014815013311107697,0.0014815013311107697,3.664913603888238e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,0.0010953041065207803,0.0001902440749222368,0.0011117031500379507,2.0363259508330168e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,0.0007717676402828078,-0.0007241872551733591,0.0010583347632687954,2.8350668473031556e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-0.0007717676440196687,-0.0007241872489825267,0.0010583347617576162,5.648193691884858e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-0.0010953041318947808,0.0001902440700540705,0.0011117031742045704,4.871653138060702e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-2.0758877131353418e-11,0.0008383314904644491,0.0008383314904644493,5.82825257088391e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,0.0006397862626016374,-4.238019344354e-06,0.0006398002990166029,4.225409703009999e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,0.0006060079350693457,-0.00015490862634419189,0.0006254936449580098,4.1569922824823676e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-0.0006397863336585547,-4.2380129157354654e-06,0.0006398003700293784,6.168863832084805e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-0.0006060078133613073,-0.00015490863223495733,0.0006254935285003821,5.997862033100109e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-1.631794050282381e-14,-0.0004905925348558592,0.0004905925348558592,2.859550539030284e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,3.6271586086242477e-12,0.00037280044181425235,0.00037280044181425235,4.554539089335448e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,0.00018237621865221105,3.521299752231666e-05,0.0001857445566480638,6.733965143169054e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-0.00018237622225019312,3.521299812527866e-05,0.0001857445602951072,6.924384460902111e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,6.300540687931835e-19,0.00012411437244468844,0.00012411437244468844,1.2780137470635395e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-4.2132869518010584e-19,-9.121785155485664e-05,9.121785155485664e-05,1.1102140594442972e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,2.6882147575990425e-22,-2.353913023566278e-06,2.353913023566278e-06,6.298385919650895e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-2.34329280193516e-20,1.1480545677238611e-06,1.1480545677238611e-06,4.9350577454829483e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,4.7179575314271734e-21,-4.5897352166281604e-08,4.5897352166281604e-08,5.497482794132808e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,24,8,3.5737012443182295e-19,-264.623658985896,264.623658985896,9.087874201713998e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-1.221206017236366e-20,282.03869142465413,282.03869142465413,2.2431117453651646e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,3.331069768374909e-19,254.57781375228586,254.57781375228586,1.2659130239874994e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,9.342845501413169e-21,-217.73083732709836,217.73083732709836,1.432373965940952e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,1.2577745015783394e-20,159.5175390617896,159.5175390617896,5.243983921903009e-18,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,2.752290702699757e-19,-129.666334503964,129.666334503964,4.7369562151162945e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,4.1004744931085127e-19,-125.78454421558297,125.78454421558297,7.531093041804372e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,3.3254249887738576e-19,121.13497753493898,121.13497753493898,5.588746320154846e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,1.7782324139043206e-21,105.33909784607259,105.33909784607259,6.760057012527597e-18,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,3.9799306908088547e-19,-89.5507872061207,89.5507872061207,5.032235579107382e-18,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-5.494065197035922e-19,-76.95297592189031,76.95297592189031,6.343466293624389e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,4.6334397181614165e-19,78.70389389464906,78.70389389464906,1.6428725665378247e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,6.082259428249814e-20,76.73104020043615,76.73104020043615,4.331527930681585e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-2.142972883856183e-18,-70.03927580186253,70.03927580186253,5.753477808055242e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-1.3908381363045788e-18,66.14669616257417,66.14669616257417,3.397561718402142e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,2.9456543257190825e-18,-62.883245976641035,62.883245976641035,5.641456941092754e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,3.123052165982111e-18,61.89805312473568,61.89805312473568,3.74451105340181e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,4.299637401357399e-20,-57.10168360821578,57.10168360821578,3.3001940645431043e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-1.3392506158425158e-18,56.01003499587117,56.01003499587117,2.2154299901364668e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-2.9010739235121444e-18,-51.54085286771281,51.54085286771281,3.287268710120564e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,3.466581651945287e-18,-46.64136888795298,46.64136888795298,3.378867549540181e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,1.0645725984957883e-18,-42.055078336198726,42.055078336198726,4.3071173599279435e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-4.394826802091957e-18,-37.84776956697649,37.84776956697649,4.5056451184380636e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,5.574475589766628e-18,-33.989757683258105,33.989757683258105,5.189377238819693e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,1.1237952976839165e-18,-30.62720675068673,30.62720675068673,6.440514558239962e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,2.256991204674521e-19,-20.477610253400666,20.477610253400666,6.288411885906295e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-5.506056560568542e-18,-27.748233625614283,27.748233625614283,8.183042871892197e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,4.944841075734755e-18,-25.44499342447561,25.44499342447561,8.056884240177845e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,7.327566057843032e-18,-14.608695904406288,14.608695904406288,2.7611888780056444e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-2.4442542730281615e-18,50.74608260226995,50.74608260226995,4.389923174201691e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,4.132701650479421e-18,45.89866635723236,45.89866635723236,6.561731964998312e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-8.175062318449947e-19,41.40650526392484,41.40650526392484,2.973564633982295e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-4.6599874816725446e-18,37.33203799895946,37.33203799895946,3.5520751295846626e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,6.833591854448772e-18,33.56556458363238,33.56556458363238,3.268791943662866e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,2.429434427032196e-19,23.269195746420337,23.269195746420337,7.997376167275557e-18,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,2.7308602636850486e-17,24.3941891313254,24.3941891313254,2.3819191606744122e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-1.0548313422547666e-17,27.54371602723235,27.54371602723235,3.355024204165634e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-1.763848257756095e-18,30.34596161055395,30.34596161055395,3.2300032811537765e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-3.6802200592628306e-19,1.4246782194954877,1.4246782194954877,1.9957986872557093e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,1.789547908666593e-14,0.03339822618910375,0.03339822618910375,8.184005263862663e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-3.352884614923207e-13,-0.01596071221712594,0.01596071221712594,9.055738614933643e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,0.004538223099859992,0.0038157824000644353,0.005929221216040463,2.710663534308176e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-0.004538223097861002,0.003815782397803377,0.00592922121305532,3.713734062446229e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-1.682121435155461e-12,0.005316162847900495,0.005316162847900495,2.3095333508443116e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,0.0031404441906312587,-0.00039007623782253873,0.0031645772523013886,3.471208549616173e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-0.0031404441906155156,-0.00039007623782654714,0.0031645772522862596,3.6369875792619683e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,6.0130501692609684e-15,-0.0027793152244952888,0.0027793152244952888,2.865309537442221e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,0.0019367330848921148,0.00024681819159031495,0.0019523970553695375,4.371439471264706e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-0.0019367330811610416,0.00024681819016157187,0.0019523970514877796,1.579464946662679e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,1.1925517328529461e-11,0.0016730855879963805,0.0016730855879963805,8.791366793887008e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,0.0010760160108351422,-0.0005962848081889449,0.0012301894277104237,4.767960153616704e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-0.0010760160148179385,-0.000596284811590451,0.0012301894328428196,6.351212230441737e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-1.3893176564440192e-11,0.0012301977987377996,0.0012301977987377996,1.015045635133634e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,3.770484371654473e-12,-0.00033143077073755843,0.00033143077073755843,5.922726526982974e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,8.193207130159247e-05,0.00036374958954930696,0.0003728627471403633,7.280481870960332e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-8.193207287391914e-05,0.0003637497288822902,0.0003728628834134028,7.159254346741324e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,-1.6043801879515259e-18,0.00014301595969533858,0.00014301595969533858,7.42424816748053e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,24,8,9.792679960390249e-20,7.146908786436662e-06,7.146908786436662e-06,6.481517425453334e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,11,32,8,-1.1611564128090306e-16,278.26612103928005,278.26612103928005,2.461784126912835e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-2.9662094914613006e-16,-222.55006319707,222.55006319707,6.76625633413569e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-4.546849385928843e-15,-186.4068794636072,186.4068794636072,8.05223608979083e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-2.00479221988569e-17,189.07583675509687,189.07583675509687,9.31467737650901e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,4.6136792658109204e-15,183.71378012463407,183.71378012463407,2.510438645464487e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,1.0986841105648647e-16,-156.78676672081096,156.78676672081096,1.4065280464875188e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,1.7115047945358268e-15,-133.193784982408,133.193784982408,7.622824754359029e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,2.4716920199361782e-17,140.18877665137734,140.18877665137734,1.6823619014761574e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.9512807071591966e-15,130.9319209263117,130.9319209263117,2.0504635386657268e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-9.969266466932768e-17,-120.3353969655549,120.3353969655549,8.902287647767645e-18,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.5959218535927957e-18,112.10955290737473,112.10955290737473,6.021480512560199e-18,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.4387651995233594e-15,-103.45863288021094,103.45863288021094,4.009240100929009e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,1.6415678004031538e-16,102.57695264047717,102.57695264047717,1.1891141696392818e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.0338532881488413e-16,-98.54660038332258,98.54660038332258,3.22067179055709e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-4.4251833591724606e-17,95.9246000789328,95.9246000789328,5.458738801293823e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,6.884465293232087e-17,-89.51978232893957,89.51978232893957,4.479360973554865e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-8.896490698852204e-17,88.34638176858155,88.34638176858155,7.737690668218651e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.859739814427827e-17,-82.43356220873761,82.43356220873761,4.16003121670596e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-5.215273290012326e-17,81.18145261166289,81.18145261166289,6.580051317364227e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.122754942156093e-16,-75.34279342432437,75.34279342432437,4.4732314720523804e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,6.226541853100103e-18,74.23960269974276,74.23960269974276,6.557939701020205e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-4.857073626492093e-17,-68.83398124739303,68.83398124739303,4.492478005639212e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,1.5758266141408361e-16,67.7916675887885,67.7916675887885,5.755594252132723e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,5.057920376357809e-17,-62.75319256326963,62.75319256326963,5.054303151048905e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,5.447118317484084e-16,61.76115769673685,61.76115769673685,5.2430977789597493e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-3.702994725087852e-17,-56.97318938092246,56.97318938092246,5.2996616235462456e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,2.698909171730225e-17,-51.58646648523359,51.58646648523359,5.792039227900257e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-2.7030443510985047e-16,56.044503637836875,56.044503637836875,5.0294563165527973e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,4.59086062829514e-16,-46.64566786863914,46.64566786863914,5.981501470144859e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,9.897923468746656e-16,-42.053620185716646,42.053620185716646,7.046489966039873e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,6.079625718626617e-16,-37.847887951332254,37.847887951332254,9.789983399917656e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-8.073076501018155e-16,-33.98946490753273,33.98946490753273,8.673560675805591e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.735183868694996e-15,-30.62745076663813,30.62745076663813,9.828442786984852e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-3.4741273420255613e-15,-27.74865388810257,27.74865388810257,1.140848875833564e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-2.4472284692069222e-15,-25.44604555889051,25.44604555889051,1.1430929158799298e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-7.497168616074001e-16,-17.7265532696855,17.7265532696855,7.722439630269297e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,2.6142701772023562e-15,-14.6086936588454,14.6086936588454,3.411585051413413e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
