diameter,coupling,m,n_radial,quadrature_factor,real,imag,abs_sigma,residual,normalization_error,accessible_area_center,accessible_area_wall,matched_real_high,matched_imag_high,resolution_shift,n_radial_high
3.3,20.75,9,24,8,-0.0035527880972523657,-0.004279506997168177,0.005562057479277742,9.181094380811236e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-8.292894093761699e-13,-0.004648422000763991,0.0035718904711599993,32
3.3,20.75,9,24,8,0.00355278808998399,-0.00427950698973719,0.0055620574689175546,8.473658681418645e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-8.292894093761699e-13,-0.004648422000763991,0.0035718904663476973,32
3.3,20.75,9,24,8,-0.004226813956033681,0.000505507439399246,0.004256934811599666,4.708642984991616e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-0.0013669645347612583,-4.4061716903803944e-05,0.002912175298623326,32
3.3,20.75,9,24,8,-3.542065695820596e-14,0.004353184697643039,0.004353184697643039,5.739785866498322e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,1.3895679753833933e-12,0.004041249922359802,0.0003119347752832376,32
3.3,20.75,9,24,8,0.0042268139540683845,0.0005055074359809939,0.00425693480924236,3.905571174608899e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,0.001366964543033266,-4.4061705095508236e-05,0.0029121752856964976,32
3.3,20.75,9,24,8,-0.001571187314501321,-0.003780187758518752,0.004093708473609827,1.0636558157533713e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-8.292894093761699e-13,-0.004648422000763991,0.0017951212421591749,32
3.3,20.75,9,24,8,0.0015711873145002168,-0.0037801877592989505,0.004093708474329849,1.0425220466820713e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-8.292894093761699e-13,-0.004648422000763991,0.0017951212432325329,32
3.3,20.75,9,24,8,3.8669634963154936e-14,0.002010947247338358,0.002010947247338358,5.0622785710194335e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,8.205027282441565e-15,0.0018243269230438987,0.0001866203242944593,32
3.3,20.75,9,24,8,-0.0016647982695412002,0.0008498527492623821,0.0018691717346718585,9.804758180297643e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-0.0013669645347612583,-4.4061716903803944e-05,0.0009422250295943883,32
3.3,20.75,9,24,8,0.0016647982627285452,0.0008498527477969901,0.0018691717279378255,6.462864406665858e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,0.001366964543033266,-4.4061705095508236e-05,0.0009422250122330763,32
3.3,20.75,9,24,8,-0.0007495964844447439,-0.00029792979468111063,0.0008066331582886039,1.0216463834730482e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-0.0002641301247481943,-0.0003578188441740197,0.0004891464858773737,32
3.3,20.75,9,24,8,-0.0006350824803652117,0.0002381737178667769,0.0006782746322466384,7.305599529571037e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-0.0006763958881799122,0.0002479175188091788,4.2446900028964504e-05,32
3.3,20.75,9,24,8,-8.650477904355684e-12,0.0006805092948590874,0.0006805092948590874,8.48947308398527e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-5.766486355444629e-12,0.0006556537946650494,2.4855500194038107e-05,32
3.3,20.75,9,24,8,0.0007495964978452545,-0.0002979297952017249,0.0008066331709338591,9.288084383021877e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,0.00026413012468755185,-0.0003578188485102477,0.0004891464997044188,32
3.3,20.75,9,24,8,0.0006350824823890734,0.00023817371676563634,0.0006782746337549602,6.706976731697601e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,0.0006763958856672228,0.0002479175260751353,4.2446897534247275e-05,32
3.3,20.75,9,24,8,-1.6827561095824807e-19,-3.50276161698179e-05,3.50276161698179e-05,5.168639359180715e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-3.467638882912869e-22,-5.3385825576521196e-08,3.497423034424138e-05,32
