v,omega,rho0,d0,lam,K_effective,alpha_over_pi,bands,C_pole,status,reason,min_relative_gap,finite_k_max,globally_proven
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5416712499999999,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0313444938969,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5416712499999999,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5833375,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,824.2538139929055,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5833375,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,824.2538139929055,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5833375,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,824.2538139929055,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5833375,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,824.2538139929055,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5833375,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,824.2538139929055,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5833375,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,824.2538139929055,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5833375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.62500375,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,788.373353868117,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.62500375,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,788.373353868117,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.62500375,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,788.373353868117,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.62500375,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,788.373353868117,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.62500375,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,788.373353868117,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.62500375,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,788.373353868117,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.62500375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.66667,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,739.0038764793153,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.66667,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,739.0038764793153,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.66667,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,739.0038764793153,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.66667,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,739.0038764793153,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.66667,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,739.0038764793153,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.66667,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,739.0038764793153,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.66667,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.70833625,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,676.9900904021335,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.70833625,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,676.9900904021335,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.70833625,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,676.9900904021335,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.70833625,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,676.9900904021335,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.70833625,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,676.9900904021335,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.70833625,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,676.9900904021335,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.70833625,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.7500025,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49939659188595653,603.3930475187763,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.7500025,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4993965918859565,603.3930475187763,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.7500025,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4993965918859565,603.3930475187763,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.7500025,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4993965918859565,603.3930475187763,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.7500025,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4993965918859565,603.3930475187763,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.7500025,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49939659188595653,603.3930475187763,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.7500025,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.79166875,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.47783992069685555,519.4719884887144,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.79166875,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.47783992069685555,519.4719884887144,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.79166875,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4778399206968558,519.4719884887144,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.79166875,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4778399206968558,519.4719884887144,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.79166875,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.47783992069685555,519.4719884887144,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.79166875,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.47783992069685555,519.4719884887144,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.79166875,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.833335,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.42660058263029976,426.66279722217445,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.833335,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.42660058263029976,426.66279722217445,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.833335,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.42660058263029976,426.66279722217445,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.833335,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.42660058263029976,426.66279722217445,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.833335,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.42660058263029976,426.66279722217445,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.833335,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.42660058263029976,426.66279722217445,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.833335,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.87500125,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3490050341538298,326.55343299899647,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.87500125,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.3490050341538297,326.55343299899647,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.87500125,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3490050341538297,326.55343299899647,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.87500125,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3490050341538297,326.55343299899647,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.87500125,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.3490050341538297,326.55343299899647,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.87500125,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3490050341538298,326.55343299899647,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.87500125,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.9166675,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.24794250054682315,220.85676058771978,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.9166675,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.24794250054682299,220.85676058771978,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.9166675,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.24794250054682299,220.85676058771978,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.9166675,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.24794250054682299,220.85676058771978,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.9166675,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.24794250054682299,220.85676058771978,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.9166675,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.24794250054682315,220.85676058771978,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.9166675,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.95833375,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.09614650611960056,111.381243239809,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.95833375,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.09614650611960056,111.381243239809,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.95833375,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.09614650611960056,111.381243239809,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.95833375,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.09614650611960056,111.381243239809,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.95833375,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.09614650611960056,111.381243239809,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.95833375,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.09614650611960056,111.381243239809,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.95833375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.97,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.622790267625456e-08,80.30576069846558,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.97,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,6.433492280229471e-08,80.30576069846558,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.97,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.622790267625456e-08,80.30576069846558,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.97,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.622790267625456e-08,80.30576069846558,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.97,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,6.433492280229471e-08,80.30576069846558,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.97,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.622790267625456e-08,80.30576069846558,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.97,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.975,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.3269233722984772e-09,66.95176168776112,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.975,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.49363823356071e-08,66.95176168776112,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.975,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.3269233722984772e-09,66.95176168776112,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.975,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.3269233722984772e-09,66.95176168776112,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.975,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.49363823356071e-08,66.95176168776112,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.975,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.3269233722984772e-09,66.95176168776112,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.975,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.98,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.5632789336232355e-09,53.58124333168092,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.98,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.0003133042251734e-08,53.58124333168092,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.98,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.5632789336232355e-09,53.58124333168092,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.98,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.5632789336232355e-09,53.58124333168092,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.98,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.0003133042251734e-08,53.58124333168092,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.98,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.5632789336232355e-09,53.58124333168092,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.98,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.99,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.603220181987193e-09,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.99,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.16184266053362184,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.99,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.603220181987193e-09,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.99,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.603220181987193e-09,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.99,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.16184266053362184,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.99,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.603220181987193e-09,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.99,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1.0,0,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1.0,1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1.0,2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1.0,0+1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1.0,0+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1.0,1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1.0,0+1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
