v,omega,rho0,d0,lam,K_effective,alpha_over_pi,bands,C_pole,status,reason,min_relative_gap,finite_k_max,globally_proven
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.95833375,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,6.07616686240917e-08,55.6906216199045,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.95833375,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.3569806317565294e-08,55.6906216199045,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.95833375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.97,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.0329315245592229e-08,40.15288034923279,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.97,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.5749565724035326e-08,40.15288034923279,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.97,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.0329315245592229e-08,40.15288034923279,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.97,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.0329315245592229e-08,40.15288034923279,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.97,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.5749565724035326e-08,40.15288034923279,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.97,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.0329315245592229e-08,40.15288034923279,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.97,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.975,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3010352938808368e-08,33.47588084388056,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.975,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.458696799655601e-07,33.47588084388056,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.975,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3010352938808368e-08,33.47588084388056,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.975,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3010352938808368e-08,33.47588084388056,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.975,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.458696799655601e-07,33.47588084388056,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.975,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3010352938808368e-08,33.47588084388056,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.975,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.98,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.540437741519577e-09,32.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.98,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.1454871960242002,32.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.98,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.540437741519577e-09,32.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.98,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.540437741519577e-09,32.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.98,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.1454871960242002,32.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.98,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.540437741519577e-09,32.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.98,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.99,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.639142815720715e-09,16.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.99,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.34244877482404545,16.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.99,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.639142815720715e-09,16.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.99,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.639142815720715e-09,16.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.99,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.34244877482404545,16.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.99,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.639142815720715e-09,16.0,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.99,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,1.0,0,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,1.0,1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,1.0,2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,1.0,0+1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,1.0,0+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,1.0,1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,1.0,0+1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0,0,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0,1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0,2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0,0+1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0,0+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0,1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0,0+1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1e-05,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.9470776869166005e-09,0.5,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1e-05,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999743863624413,0.5,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1e-05,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.9470776869166005e-09,0.5,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1e-05,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.9470776869166005e-09,0.5,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1e-05,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999743863624413,0.5,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1e-05,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.9470776869166005e-09,0.5,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,1e-05,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.01,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.073516835778314e-09,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.01,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.16184266053362167,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.01,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.073516835778314e-09,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.01,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.073516835778314e-09,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.01,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.16184266053362167,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.01,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.073516835778314e-09,32.0,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.01,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.02,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.918894441940966e-09,53.581243331680746,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.02,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.833926313206553e-08,53.581243331680746,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.02,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.918894441940966e-09,53.581243331680746,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.02,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.918894441940966e-09,53.581243331680746,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.02,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.833926313206553e-08,53.581243331680746,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.02,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.918894441940966e-09,53.581243331680746,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.02,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.025,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.624827009566217e-09,66.95176168776102,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.025,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.5224418880263535e-08,66.95176168776102,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.025,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.624827009566217e-09,66.95176168776102,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.025,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.624827009566217e-09,66.95176168776102,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.025,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.5224418880263535e-08,66.95176168776102,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.025,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.624827009566217e-09,66.95176168776102,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.025,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.03,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.0735883422470515e-08,80.30576069846555,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.03,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.113401974207992e-08,80.30576069846555,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.03,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.0735883422470515e-08,80.30576069846555,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.03,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.0735883422470515e-08,80.30576069846555,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.03,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.113401974207992e-08,80.30576069846555,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.03,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.0735883422470515e-08,80.30576069846555,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.03,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.041676250000000005,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.09620161893134745,111.4078220983735,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.041676250000000005,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.0962016189313473,111.4078220983735,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.041676250000000005,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.0962016189313473,111.4078220983735,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.041676250000000005,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.0962016189313473,111.4078220983735,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.041676250000000005,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.0962016189313473,111.4078220983735,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.041676250000000005,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.09620161893134745,111.4078220983735,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.041676250000000005,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0833425,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.24796992245113145,220.88265528498593,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0833425,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.24796992245113145,220.88265528498593,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0833425,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.24796992245113153,220.88265528498593,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0833425,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.24796992245113153,220.88265528498593,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0833425,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.24796992245113145,220.88265528498593,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0833425,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.24796992245113145,220.88265528498593,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.0833425,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.12500875,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.34902648059316127,326.5782004783633,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.12500875,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.3490264805931611,326.5782004783633,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.12500875,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3490264805931611,326.5782004783633,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.12500875,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3490264805931611,326.5782004783633,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.12500875,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.3490264805931611,326.5782004783633,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.12500875,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.34902648059316127,326.5782004783633,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.12500875,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.16667500000000002,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4266160905046994,426.6860137136666,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.16667500000000002,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4266160905046994,426.6860137136666,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.16667500000000002,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4266160905046995,426.6860137136666,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.16667500000000002,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4266160905046995,426.6860137136666,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.16667500000000002,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4266160905046994,426.6860137136666,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.16667500000000002,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4266160905046994,426.6860137136666,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.16667500000000002,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.20834125000000003,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.47784885170278696,519.4932567596591,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.20834125000000003,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.47784885170278696,519.4932567596591,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.20834125000000003,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.47784885170278724,519.4932567596591,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.20834125000000003,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.47784885170278724,519.4932567596591,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.20834125000000003,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.47784885170278696,519.4932567596591,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.20834125000000003,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.47784885170278696,519.4932567596591,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.20834125000000003,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.2500075,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49939806781214047,603.4120036704287,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.2500075,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49939806781214047,603.4120036704287,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.2500075,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49939806781214074,603.4120036704287,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.2500075,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49939806781214074,603.4120036704287,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.2500075,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49939806781214047,603.4120036704287,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.2500075,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49939806781214047,603.4120036704287,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.2500075,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.29167375,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959606,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.29167375,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959606,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.29167375,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959606,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.29167375,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959606,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.29167375,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959606,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.29167375,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,677.0064100959606,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.29167375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.33334,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,739.0172804864079,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.33334,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,739.0172804864079,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.33334,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,739.0172804864079,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.33334,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,739.0172804864079,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.33334,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,739.0172804864079,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.33334,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,739.0172804864079,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.33334,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.37500625000000004,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,788.3836128467777,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.37500625000000004,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3836128467777,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.37500625000000004,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3836128467777,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.37500625000000004,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3836128467777,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.37500625000000004,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,788.3836128467777,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.37500625000000004,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,788.3836128467777,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.37500625000000004,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.41667250000000006,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,824.2607524126707,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.41667250000000006,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,824.2607524126707,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.41667250000000006,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,824.2607524126707,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.41667250000000006,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,824.2607524126707,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.41667250000000006,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,824.2607524126707,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.41667250000000006,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,824.2607524126707,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.41667250000000006,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.45833875,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.034843638852,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.45833875,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.034843638852,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.45833875,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000002,846.034843638852,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.45833875,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000002,846.034843638852,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.45833875,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.034843638852,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.45833875,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.034843638852,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.45833875,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.500005,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,853.3333332280575,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.500005,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,853.3333332280575,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.500005,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,853.3333332280575,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.500005,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,853.3333332280575,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.500005,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,853.3333332280575,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.500005,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,853.3333332280575,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.500005,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5416712499999999,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,846.0313444938969,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5416712499999999,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,846.0313444938969,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5416712499999999,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,846.0313444938969,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5416712499999999,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,846.0313444938969,False
3.0,0.0,0.0204,2.0,78.01712896661536,20.0,0.5416712499999999,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,846.0313444938969,False
